time	V(vg1)	V(vg2)	V(vo2)	I(C4)	I(L2)	I(L6)	I(Lp1)	I(Lp2)	I(Rl1)
Step Information: Load=10  (Step: 1/20)
0.000000000000000e+00	0.000000e+00	0.000000e+00	1.105719e+02	1.767844e+00	7.151856e+00	7.441072e+00	3.994647e-05	3.994664e-05	1.105719e+01
9.023788383188958e-10	1.443806e+00	0.000000e+00	1.105719e+02	-6.158600e-01	2.383952e+00	7.441536e+00	5.447644e+00	3.977086e-05	1.105719e+01
2.707136514956687e-09	4.331419e+00	0.000000e+00	1.105719e+02	-1.807728e+00	-4.434701e-10	7.441733e+00	8.171582e+00	3.968296e-05	1.105719e+01
9.999999994736442e-09	1.600000e+01	0.000000e+00	1.105716e+02	-1.807818e+00	-4.435285e-10	7.441523e+00	8.172320e+00	3.968292e-05	1.105716e+01
2.763981364325985e-06	1.600000e+01	0.000000e+00	1.104710e+02	-1.843023e+00	-4.432629e-10	7.361058e+00	8.450928e+00	3.966471e-05	1.104710e+01
5.009999999999737e-06	1.600000e+01	0.000000e+00	1.103876e+02	-1.871929e+00	-4.430930e-10	7.294903e+00	8.678082e+00	3.964974e-05	1.103876e+01
5.019932250965864e-06	1.083985e-01	0.000000e+00	1.103872e+02	-1.871891e+00	-4.430933e-10	7.294614e+00	8.679087e+00	3.964968e-05	1.103872e+01
5.019935119601748e-06	1.038086e-01	0.000000e+00	1.103872e+02	-1.873812e+00	-4.430906e-10	7.294615e+00	8.679088e+00	3.964968e-05	1.103872e+01
5.019936126685054e-06	1.021973e-01	0.000000e+00	1.103872e+02	-1.881799e+00	-4.430981e-10	7.294613e+00	8.679088e+00	3.964968e-05	1.103872e+01
5.019936309788586e-06	1.019043e-01	0.000000e+00	1.103872e+02	-1.863304e+00	-4.430871e-10	7.294610e+00	8.679088e+00	3.964969e-05	1.103872e+01
5.019937057468282e-06	1.007081e-01	0.000000e+00	1.103872e+02	-1.880466e+00	-4.430995e-10	7.294611e+00	8.679088e+00	3.964969e-05	1.103872e+01
5.019937149020048e-06	1.005616e-01	0.000000e+00	1.103872e+02	-1.866585e+00	-4.430846e-10	7.294614e+00	8.679088e+00	3.964969e-05	1.103872e+01
5.019937271089070e-06	1.003663e-01	0.000000e+00	1.103872e+02	-1.890220e+00	-4.433238e-10	7.294615e+00	8.679088e+00	3.964976e-05	1.103872e+01
5.019937282538245e-06	1.003479e-01	0.000000e+00	1.103872e+02	-1.937663e+00	-4.434581e-10	7.294614e+00	8.679088e+00	3.964977e-05	1.103872e+01
5.019937297803811e-06	1.003235e-01	0.000000e+00	1.103872e+02	-1.914638e+00	-4.432294e-10	7.294615e+00	8.679088e+00	3.964969e-05	1.103872e+01
5.019937328321067e-06	1.002747e-01	0.000000e+00	1.103872e+02	-1.889114e+00	-4.431053e-10	7.294619e+00	8.679088e+00	3.964971e-05	1.103872e+01
5.019937389355578e-06	1.001770e-01	0.000000e+00	1.103872e+02	-1.847010e+00	-4.434487e-10	7.294621e+00	8.679088e+00	3.964973e-05	1.103872e+01
5.019937391256835e-06	1.001740e-01	0.000000e+00	1.103872e+02	-1.888097e+00	-5.538885e-10	7.294621e+00	8.679088e+00	3.964988e-05	1.103872e+01
5.019937393171969e-06	1.001709e-01	0.000000e+00	1.103872e+02	-1.916469e+00	-6.650810e-10	7.294621e+00	8.679088e+00	3.964991e-05	1.103872e+01
5.019937396988361e-06	1.001648e-01	0.000000e+00	1.103872e+02	-1.861563e+00	-5.911925e-10	7.294620e+00	8.679088e+00	3.964961e-05	1.103872e+01
5.019937404635022e-06	1.001526e-01	0.000000e+00	1.103872e+02	-1.842916e+00	-4.432614e-10	7.294619e+00	8.679088e+00	3.964957e-05	1.103872e+01
5.019937419914466e-06	1.001281e-01	0.000000e+00	1.103872e+02	-1.908814e+00	-4.431462e-10	7.294620e+00	8.679088e+00	3.964969e-05	1.103872e+01
5.019937450487233e-06	1.000792e-01	0.000000e+00	1.103872e+02	-1.893937e+00	-1.068275e-09	7.294623e+00	8.679088e+00	3.965000e-05	1.103872e+01
5.019937452402368e-06	1.000762e-01	0.000000e+00	1.103872e+02	-1.932312e+00	-1.218184e-09	7.294623e+00	8.679088e+00	3.965021e-05	1.103872e+01
5.019937454317502e-06	1.000731e-01	0.000000e+00	1.103872e+02	-1.918981e+00	-1.106893e-09	7.294624e+00	8.679088e+00	3.965028e-05	1.103872e+01
5.019937458133894e-06	1.000670e-01	0.000000e+00	1.103872e+02	-1.807414e+00	-5.905312e-10	7.294624e+00	8.679088e+00	3.964991e-05	1.103872e+01
5.019937465766677e-06	1.000548e-01	0.000000e+00	1.103872e+02	-1.850464e+00	-4.427761e-10	7.294622e+00	8.679088e+00	3.964966e-05	1.103872e+01
5.019937481032244e-06	1.000303e-01	0.000000e+00	1.103872e+02	-1.865181e+00	-1.822093e-09	7.294621e+00	8.679088e+00	3.965084e-05	1.103872e+01
5.019937482933501e-06	1.000273e-01	0.000000e+00	1.103872e+02	-1.872105e+00	-1.993886e-09	7.294621e+00	8.679088e+00	3.965096e-05	1.103872e+01
5.019937486749892e-06	1.000212e-01	0.000000e+00	1.103872e+02	-1.904582e+00	-1.476989e-09	7.294621e+00	8.679088e+00	3.965043e-05	1.103872e+01
5.019937494382676e-06	1.000090e-01	0.000000e+00	1.103872e+02	-1.890755e+00	2.263199e-03	7.294620e+00	8.674853e+00	4.046705e-05	1.103872e+01
5.019945307591089e-06	8.750785e-02	0.000000e+00	1.103872e+02	-4.372502e-01	2.758781e+00	7.294024e+00	3.797971e+00	8.773179e-04	1.103872e+01
5.019999999994473e-06	8.841821e-09	0.000000e+00	1.103872e+02	1.646491e+00	7.037134e+00	7.294587e+00	3.995082e-05	3.993650e-05	1.103872e+01
5.020099999988870e-06	0.000000e+00	0.000000e+00	1.103872e+02	1.830496e+00	7.405117e+00	7.294611e+00	3.994170e-05	3.993623e-05	1.103872e+01
5.020299999991540e-06	0.000000e+00	0.000000e+00	1.103872e+02	1.930102e+00	7.604330e+00	7.294619e+00	3.993626e-05	3.993609e-05	1.103872e+01
5.020699999996880e-06	0.000000e+00	0.000000e+00	1.103873e+02	1.930862e+00	7.605879e+00	7.294605e+00	3.993619e-05	3.993609e-05	1.103873e+01
5.021499999993684e-06	0.000000e+00	0.000000e+00	1.103873e+02	1.930642e+00	7.605455e+00	7.294578e+00	3.993623e-05	3.993609e-05	1.103873e+01
5.023099999987291e-06	0.000000e+00	0.000000e+00	1.103874e+02	1.930751e+00	7.605735e+00	7.294524e+00	3.993622e-05	3.993610e-05	1.103874e+01
5.429499999987097e-06	0.000000e+00	0.000000e+00	1.104030e+02	1.916474e+00	7.592223e+00	7.281051e+00	3.993761e-05	3.993749e-05	1.104030e+01
5.829499999984722e-06	0.000000e+00	0.000000e+00	1.104182e+02	1.902786e+00	7.579312e+00	7.268155e+00	3.993897e-05	3.993884e-05	1.104182e+01
6.229499999982346e-06	0.000000e+00	0.000000e+00	1.104334e+02	1.889356e+00	7.566641e+00	7.255480e+00	3.994032e-05	3.994019e-05	1.104334e+01
7.029499999977595e-06	0.000000e+00	0.000000e+00	1.104634e+02	1.863094e+00	7.541856e+00	7.230725e+00	3.994299e-05	3.994286e-05	1.104634e+01
8.229499999970469e-06	0.000000e+00	0.000000e+00	1.105077e+02	1.824579e+00	7.505548e+00	7.194428e+00	3.994692e-05	3.994680e-05	1.105077e+01
9.990000000029142e-06	0.000000e+00	0.000000e+00	1.105710e+02	1.768899e+00	7.453030e+00	7.141868e+00	3.995256e-05	3.995243e-05	1.105710e+01
9.993999991311786e-06	0.000000e+00	0.000000e+00	1.105711e+02	1.768831e+00	7.453036e+00	7.141749e+00	3.995257e-05	3.995244e-05	1.105711e+01
1.000000000001000e-05	0.000000e+00	2.220446e-08	1.105713e+02	1.099138e+00	7.452837e+00	5.802581e+00	3.990210e-05	1.529847e+00	1.105713e+01
1.000999999999086e-05	0.000000e+00	1.600000e+01	1.105712e+02	-6.120136e-01	7.452587e+00	2.380524e+00	3.977306e-05	5.439686e+00	1.105712e+01
1.002999999995258e-05	0.000000e+00	1.600000e+01	1.105706e+02	-1.802541e+00	7.452012e+00	-4.434729e-10	3.968320e-05	8.161027e+00	1.105706e+01
1.222999999879459e-05	0.000000e+00	1.600000e+01	1.104907e+02	-1.830476e+00	7.388146e+00	-4.433082e-10	3.966870e-05	8.383600e+00	1.104907e+01
1.500000010191960e-05	0.000000e+00	1.600000e+01	1.103883e+02	-1.866024e+00	7.306784e+00	-4.430991e-10	3.965028e-05	8.663762e+00	1.103883e+01
1.500999999999586e-05	0.000000e+00	1.600000e+01	1.103879e+02	-1.870683e+00	7.297427e+00	-4.430936e-10	3.965080e-05	8.664773e+00	1.103879e+01
1.501124999998826e-05	0.000000e+00	1.400000e+01	1.103879e+02	-1.869291e+00	7.300205e+00	-4.430947e-10	3.965064e-05	8.664900e+00	1.103879e+01
1.501374999998695e-05	0.000000e+00	1.000000e+01	1.103878e+02	-1.865371e+00	7.308035e+00	-4.430981e-10	3.965019e-05	8.665153e+00	1.103878e+01
1.501993484495645e-05	0.000000e+00	1.042481e-01	1.103875e+02	-1.866687e+00	7.307844e+00	-4.430965e-10	3.965015e-05	8.665777e+00	1.103875e+01
1.501993728636464e-05	0.000000e+00	1.003418e-01	1.103875e+02	-1.881272e+00	7.307845e+00	-4.431594e-10	3.965017e-05	8.665778e+00	1.103875e+01
1.501993731496676e-05	0.000000e+00	1.002961e-01	1.103875e+02	-1.834434e+00	7.307845e+00	-4.431202e-10	3.965023e-05	8.665778e+00	1.103875e+01
1.501993735311680e-05	0.000000e+00	1.002350e-01	1.103875e+02	-1.832331e+00	7.307846e+00	-4.430865e-10	3.965020e-05	8.665778e+00	1.103875e+01
1.501993742970831e-05	0.000000e+00	1.001125e-01	1.103875e+02	-2.542184e+00	7.307847e+00	-4.592386e-10	3.964999e-05	8.665778e+00	1.103875e+01
1.501993743352470e-05	0.000000e+00	1.001064e-01	1.103875e+02	-2.278564e+00	7.307846e+00	-6.650201e-10	3.965021e-05	8.665778e+00	1.103875e+01
1.501993744115748e-05	0.000000e+00	1.000941e-01	1.103875e+02	-1.789103e+00	7.307846e+00	-5.909081e-10	3.965037e-05	8.665778e+00	1.103875e+01
1.501993745642305e-05	0.000000e+00	1.000697e-01	1.103875e+02	-1.807379e+00	7.307845e+00	-4.431550e-10	3.965020e-05	8.665778e+00	1.103875e+01
1.501993748694030e-05	0.000000e+00	1.000209e-01	1.103875e+02	-1.788934e+00	7.307845e+00	-1.098585e-09	3.965110e-05	8.665778e+00	1.103875e+01
1.501993748741215e-05	0.000000e+00	1.000201e-01	1.103875e+02	-1.760742e+00	7.307845e+00	-8.088357e-09	3.965736e-05	8.665778e+00	1.103875e+01
1.501993748788399e-05	0.000000e+00	1.000194e-01	1.103875e+02	-1.386861e+00	7.307845e+00	-1.484810e-08	3.966356e-05	8.665778e+00	1.103875e+01
1.501993748884156e-05	0.000000e+00	1.000178e-01	1.103875e+02	-6.842480e-01	7.307844e+00	-9.652441e-09	3.965860e-05	8.665778e+00	1.103875e+01
1.501993748931341e-05	0.000000e+00	1.000171e-01	1.103875e+02	-9.692383e-01	7.307844e+00	-1.074632e-08	3.965873e-05	8.665778e+00	1.103875e+01
1.501993748978525e-05	0.000000e+00	1.000163e-01	1.103875e+02	-1.253418e+00	7.307843e+00	-1.107801e-08	3.965885e-05	8.665778e+00	1.103875e+01
1.501993749025710e-05	0.000000e+00	1.000156e-01	1.103875e+02	-1.695312e+00	7.307843e+00	-5.317051e-09	3.965473e-05	8.665778e+00	1.103875e+01
1.501993749072894e-05	0.000000e+00	1.000148e-01	1.103875e+02	-2.137695e+00	7.307843e+00	-2.103962e-09	3.965369e-05	8.665778e+00	1.103875e+01
1.501993749082609e-05	0.000000e+00	1.000147e-01	1.103875e+02	-2.539551e+00	7.307844e+00	-1.214767e-09	3.965150e-05	8.665778e+00	1.103875e+01
1.501993749092323e-05	0.000000e+00	1.000145e-01	1.103875e+02	-2.941573e+00	7.307844e+00	-1.976878e-08	3.966621e-05	8.665778e+00	1.103875e+01
1.501993749139507e-05	0.000000e+00	1.000138e-01	1.103875e+02	-1.987986e+00	7.307844e+00	-1.136458e-07	3.975369e-05	8.665778e+00	1.103875e+01
1.501993749151997e-05	0.000000e+00	1.000136e-01	1.103875e+02	-1.735352e+00	7.307844e+00	-8.999532e-08	3.973371e-05	8.665778e+00	1.103875e+01
1.501993749199182e-05	0.000000e+00	1.000128e-01	1.103875e+02	-1.735352e+00	7.307844e+00	-6.592118e-10	3.965255e-05	8.665778e+00	1.103875e+01
1.501993749294939e-05	0.000000e+00	1.000113e-01	1.103875e+02	-8.914993e-01	7.307844e+00	-4.876881e-10	3.965114e-05	8.665778e+00	1.103875e+01
1.501993749318531e-05	0.000000e+00	1.000109e-01	1.103875e+02	1.051270e+00	7.307843e+00	-1.542125e-09	3.965349e-05	8.665778e+00	1.103875e+01
1.501993749328245e-05	0.000000e+00	1.000107e-01	1.103875e+02	1.668755e+00	7.307844e+00	-2.032334e-09	3.965442e-05	8.665778e+00	1.103875e+01
1.501993749375430e-05	0.000000e+00	1.000100e-01	1.103875e+02	2.566274e-01	7.307844e+00	-1.704085e-09	3.965330e-05	8.665778e+00	1.103875e+01
1.501993749471187e-05	0.000000e+00	1.000085e-01	1.103875e+02	-1.978781e+00	7.307845e+00	-2.741107e-09	3.965247e-05	8.665778e+00	1.103875e+01
1.501993749518371e-05	0.000000e+00	1.000077e-01	1.103875e+02	-1.937012e+00	7.307845e+00	-3.875275e-09	3.965382e-05	8.665778e+00	1.103875e+01
1.501993749565556e-05	0.000000e+00	1.000069e-01	1.103875e+02	-1.735352e+00	7.307845e+00	-2.656066e-09	3.965327e-05	8.665778e+00	1.103875e+01
1.501993749612740e-05	0.000000e+00	1.000062e-01	1.103875e+02	-1.494141e+00	7.307845e+00	-1.548061e-09	3.965192e-05	8.665778e+00	1.103875e+01
1.501993749659924e-05	0.000000e+00	1.000054e-01	1.103875e+02	-1.252120e+00	7.307845e+00	-2.501394e-09	3.965333e-05	8.665778e+00	1.103875e+01
1.501993749669639e-05	0.000000e+00	1.000053e-01	1.103875e+02	-2.100586e+00	7.307845e+00	-2.322056e-09	3.965216e-05	8.665778e+00	1.103875e+01
1.501993749679353e-05	0.000000e+00	1.000051e-01	1.103875e+02	-2.949217e+00	7.307845e+00	2.848420e-06	3.965097e-05	8.665774e+00	1.103875e+01
1.502006249679000e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.801956e+00	7.307314e+00	7.334741e+00	4.586946e-04	2.573739e-03	1.103875e+01
1.502006255782451e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.803871e+00	7.307379e+00	7.337436e+00	3.191085e-04	3.194053e-04	1.103875e+01
1.502006267989353e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.805731e+00	7.307512e+00	7.340911e+00	3.993615e-05	3.994516e-05	1.103875e+01
1.502006341230766e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.815415e+00	7.307555e+00	7.360280e+00	3.993613e-05	3.994471e-05	1.103875e+01
1.502006438887371e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.826528e+00	7.307600e+00	7.384156e+00	3.993613e-05	3.994412e-05	1.103875e+01
1.502006634199193e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.847540e+00	7.307668e+00	7.425511e+00	3.993613e-05	3.994298e-05	1.103875e+01
1.502007024824226e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.877933e+00	7.307752e+00	7.486136e+00	3.993612e-05	3.994102e-05	1.103875e+01
1.502007806074290e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.909855e+00	7.307821e+00	7.550429e+00	3.993612e-05	3.993848e-05	1.103875e+01
1.502009368574420e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.929416e+00	7.307852e+00	7.589546e+00	3.993612e-05	3.993665e-05	1.103875e+01
1.502012493574678e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.933482e+00	7.307854e+00	7.597842e+00	3.993612e-05	3.993620e-05	1.103875e+01
1.502018743575195e-05	0.000000e+00	0.000000e+00	1.103875e+02	1.933103e+00	7.307852e+00	7.597136e+00	3.993612e-05	3.993624e-05	1.103875e+01
1.502106243575496e-05	0.000000e+00	0.000000e+00	1.103876e+02	1.933152e+00	7.307821e+00	7.597343e+00	3.993612e-05	3.993624e-05	1.103876e+01
1.527606243574564e-05	0.000000e+00	0.000000e+00	1.103974e+02	1.923738e+00	7.298909e+00	7.588387e+00	3.993700e-05	3.993711e-05	1.103974e+01
1.553206243574967e-05	0.000000e+00	0.000000e+00	1.104072e+02	1.914549e+00	7.290213e+00	7.579679e+00	3.993787e-05	3.993799e-05	1.104072e+01
1.593206243574730e-05	0.000000e+00	0.000000e+00	1.104225e+02	1.900521e+00	7.276953e+00	7.566389e+00	3.993922e-05	3.993934e-05	1.104225e+01
1.633206243574492e-05	0.000000e+00	0.000000e+00	1.104376e+02	1.886831e+00	7.264024e+00	7.553439e+00	3.994057e-05	3.994069e-05	1.104376e+01
1.673206243574255e-05	0.000000e+00	0.000000e+00	1.104527e+02	1.873430e+00	7.251378e+00	7.540781e+00	3.994191e-05	3.994203e-05	1.104527e+01
1.753206243573779e-05	0.000000e+00	0.000000e+00	1.104824e+02	1.847223e+00	7.226662e+00	7.516059e+00	3.994456e-05	3.994467e-05	1.104824e+01
1.873206243573067e-05	0.000000e+00	0.000000e+00	1.105263e+02	1.808752e+00	7.190386e+00	7.479779e+00	3.994846e-05	3.994858e-05	1.105263e+01
1.998999999999751e-05	0.000000e+00	0.000000e+00	1.105713e+02	1.768913e+00	7.152802e+00	7.442192e+00	3.995247e-05	3.995258e-05	1.105713e+01
2.000000000000612e-05	0.000000e+00	0.000000e+00	1.105717e+02	1.768186e+00	7.152503e+00	7.441072e+00	3.994644e-05	3.994661e-05	1.105717e+01
2.000100000000560e-05	1.600000e+00	0.000000e+00	1.105716e+02	-6.157205e-01	2.384168e+00	7.441569e+00	5.448102e+00	3.977082e-05	1.105717e+01
2.000300000000454e-05	4.800000e+00	0.000000e+00	1.105716e+02	-1.807691e+00	-4.434696e-10	7.441779e+00	8.172284e+00	3.968292e-05	1.105716e+01
2.001000000000086e-05	1.600000e+01	0.000000e+00	1.105713e+02	-1.807778e+00	-4.435223e-10	7.441576e+00	8.172993e+00	3.968287e-05	1.105713e+01
2.281919999977400e-05	1.600000e+01	0.000000e+00	1.104687e+02	-1.843709e+00	-4.432582e-10	7.359457e+00	8.457186e+00	3.966430e-05	1.104687e+01
2.501000000000586e-05	1.600000e+01	0.000000e+00	1.103873e+02	-1.871910e+00	-4.430925e-10	7.294915e+00	8.678755e+00	3.964969e-05	1.103873e+01
2.501993438720762e-05	1.049805e-01	0.000000e+00	1.103870e+02	-1.871170e+00	-4.430890e-10	7.294624e+00	8.679759e+00	3.964965e-05	1.103870e+01
2.501993618773957e-05	1.020996e-01	0.000000e+00	1.103870e+02	-1.866679e+00	-4.431104e-10	7.294625e+00	8.679760e+00	3.964963e-05	1.103870e+01
2.501993655394663e-05	1.015137e-01	0.000000e+00	1.103870e+02	-1.871820e+00	-4.430974e-10	7.294622e+00	8.679760e+00	3.964964e-05	1.103870e+01
2.501993704222272e-05	1.007325e-01	0.000000e+00	1.103870e+02	-1.855053e+00	-4.430736e-10	7.294624e+00	8.679760e+00	3.964967e-05	1.103870e+01
2.501993708800554e-05	1.006592e-01	0.000000e+00	1.103870e+02	-1.886892e+00	-4.430937e-10	7.294625e+00	8.679760e+00	3.964969e-05	1.103870e+01
2.501993727110907e-05	1.003662e-01	0.000000e+00	1.103870e+02	-1.901580e+00	-4.432691e-10	7.294628e+00	8.679760e+00	3.964968e-05	1.103870e+01
2.501993728255825e-05	1.003479e-01	0.000000e+00	1.103870e+02	-1.875326e+00	-4.432445e-10	7.294630e+00	8.679760e+00	3.964979e-05	1.103870e+01
2.501993729782381e-05	1.003235e-01	0.000000e+00	1.103870e+02	-1.878899e+00	-4.430891e-10	7.294630e+00	8.679760e+00	3.964972e-05	1.103870e+01
2.501993732834107e-05	1.002747e-01	0.000000e+00	1.103870e+02	-1.886500e+00	-4.430700e-10	7.294628e+00	8.679760e+00	3.964968e-05	1.103870e+01
2.501993738937558e-05	1.001770e-01	0.000000e+00	1.103870e+02	-1.966922e+00	-4.430637e-10	7.294626e+00	8.679760e+00	3.964966e-05	1.103870e+01
2.501993739127684e-05	1.001740e-01	0.000000e+00	1.103870e+02	-2.024150e+00	-4.431503e-10	7.294626e+00	8.679760e+00	3.964972e-05	1.103870e+01
2.501993739509323e-05	1.001679e-01	0.000000e+00	1.103870e+02	-2.075103e+00	-2.656293e-09	7.294626e+00	8.679760e+00	3.965178e-05	1.103870e+01
2.501993739700836e-05	1.001648e-01	0.000000e+00	1.103870e+02	-1.965210e+00	-3.877696e-09	7.294626e+00	8.679760e+00	3.965264e-05	1.103870e+01
2.501993739892350e-05	1.001617e-01	0.000000e+00	1.103870e+02	-1.926025e+00	-2.437550e-09	7.294626e+00	8.679760e+00	3.965103e-05	1.103870e+01
2.501993740083863e-05	1.001587e-01	0.000000e+00	1.103870e+02	-1.943300e+00	-8.124303e-10	7.294626e+00	8.679760e+00	3.964956e-05	1.103870e+01
2.501993740465502e-05	1.001526e-01	0.000000e+00	1.103870e+02	-1.860840e+00	-5.911047e-10	7.294626e+00	8.679760e+00	3.964967e-05	1.103870e+01
2.501993741230168e-05	1.001403e-01	0.000000e+00	1.103870e+02	-1.814669e+00	-4.433224e-10	7.294625e+00	8.679760e+00	3.964971e-05	1.103870e+01
2.501993742758113e-05	1.001159e-01	0.000000e+00	1.103870e+02	-1.859202e+00	-4.431490e-10	7.294624e+00	8.679760e+00	3.964963e-05	1.103870e+01
2.501993745815390e-05	1.000670e-01	0.000000e+00	1.103870e+02	-1.913781e+00	-6.516324e-10	7.294622e+00	8.679760e+00	3.965001e-05	1.103870e+01
2.501993746006903e-05	1.000639e-01	0.000000e+00	1.103870e+02	-1.910282e+00	-6.645844e-10	7.294622e+00	8.679760e+00	3.964998e-05	1.103870e+01
2.501993746388542e-05	1.000578e-01	0.000000e+00	1.103870e+02	-1.871582e+00	-5.905905e-10	7.294623e+00	8.679760e+00	3.964981e-05	1.103870e+01
2.501993747151821e-05	1.000456e-01	0.000000e+00	1.103870e+02	-1.823893e+00	-4.430760e-10	7.294622e+00	8.679760e+00	3.964967e-05	1.103870e+01
2.501993748678377e-05	1.000212e-01	0.000000e+00	1.103870e+02	-1.827879e+00	4.521850e-03	7.294621e+00	8.671300e+00	4.128289e-05	1.103870e+01
2.501994530093588e-05	8.751851e-02	0.000000e+00	1.103870e+02	-4.834144e-01	2.759032e+00	7.294031e+00	3.798266e+00	8.773173e-04	1.103870e+01
2.502000000000060e-05	8.841821e-09	0.000000e+00	1.103870e+02	1.646832e+00	7.037784e+00	7.294599e+00	3.995080e-05	3.993648e-05	1.103870e+01
2.502009999999499e-05	0.000000e+00	0.000000e+00	1.103870e+02	1.830828e+00	7.405738e+00	7.294622e+00	3.994167e-05	3.993620e-05	1.103870e+01
2.502029999999766e-05	0.000000e+00	0.000000e+00	1.103870e+02	1.930431e+00	7.604936e+00	7.294631e+00	3.993624e-05	3.993606e-05	1.103870e+01
2.502070000000300e-05	0.000000e+00	0.000000e+00	1.103870e+02	1.931188e+00	7.606485e+00	7.294617e+00	3.993617e-05	3.993607e-05	1.103870e+01
2.502149999999981e-05	0.000000e+00	0.000000e+00	1.103870e+02	1.930962e+00	7.606061e+00	7.294590e+00	3.993620e-05	3.993607e-05	1.103870e+01
2.502309999999341e-05	0.000000e+00	0.000000e+00	1.103871e+02	1.931071e+00	7.606340e+00	7.294536e+00	3.993619e-05	3.993607e-05	1.103871e+01
2.542949999999322e-05	0.000000e+00	0.000000e+00	1.104027e+02	1.916793e+00	7.592825e+00	7.281060e+00	3.993759e-05	3.993746e-05	1.104027e+01
2.582949999999085e-05	0.000000e+00	0.000000e+00	1.104180e+02	1.903102e+00	7.579911e+00	7.268161e+00	3.993895e-05	3.993882e-05	1.104180e+01
2.622949999998847e-05	0.000000e+00	0.000000e+00	1.104332e+02	1.889670e+00	7.567239e+00	7.255485e+00	3.994030e-05	3.994017e-05	1.104332e+01
2.702949999998372e-05	0.000000e+00	0.000000e+00	1.104632e+02	1.863406e+00	7.542452e+00	7.230728e+00	3.994297e-05	3.994284e-05	1.104632e+01
2.822949999997659e-05	0.000000e+00	0.000000e+00	1.105074e+02	1.824889e+00	7.506142e+00	7.194429e+00	3.994690e-05	3.994678e-05	1.105074e+01
2.999000000000751e-05	0.000000e+00	0.000000e+00	1.105707e+02	1.769207e+00	7.453624e+00	7.141868e+00	3.995254e-05	3.995241e-05	1.105707e+01
2.999399999756291e-05	0.000000e+00	0.000000e+00	1.105709e+02	1.769140e+00	7.453630e+00	7.141749e+00	3.995255e-05	3.995242e-05	1.105709e+01
3.000000000000225e-05	0.000000e+00	0.000000e+00	1.105710e+02	1.099447e+00	7.453432e+00	5.802582e+00	3.990208e-05	1.529847e+00	1.105710e+01
3.000999999999698e-05	0.000000e+00	1.600000e+01	1.105710e+02	-6.117053e-01	7.453181e+00	2.380524e+00	3.977304e-05	5.439690e+00	1.105710e+01
3.003000000000033e-05	0.000000e+00	1.600000e+01	1.105704e+02	-1.802233e+00	7.452606e+00	-4.434726e-10	3.968319e-05	8.161033e+00	1.105704e+01
3.222999999999421e-05	0.000000e+00	1.600000e+01	1.104904e+02	-1.830170e+00	7.388737e+00	-4.433079e-10	3.966868e-05	8.383606e+00	1.104904e+01
3.500000001599446e-05	0.000000e+00	1.600000e+01	1.103881e+02	-1.865720e+00	7.307374e+00	-4.430989e-10	3.965026e-05	8.663768e+00	1.103881e+01
3.501000000000198e-05	0.000000e+00	1.600000e+01	1.103877e+02	-1.870378e+00	7.298017e+00	-4.430934e-10	3.965078e-05	8.664779e+00	1.103877e+01
3.501125000000826e-05	0.000000e+00	1.400000e+01	1.103877e+02	-1.868986e+00	7.300795e+00	-4.430945e-10	3.965063e-05	8.664906e+00	1.103877e+01
3.501375000000695e-05	0.000000e+00	1.000000e+01	1.103876e+02	-1.865066e+00	7.308625e+00	-4.430979e-10	3.965017e-05	8.665158e+00	1.103876e+01
3.501993484496257e-05	0.000000e+00	1.042481e-01	1.103873e+02	-1.865358e+00	7.308434e+00	-4.430967e-10	3.965013e-05	8.665784e+00	1.103873e+01
3.501993728637076e-05	0.000000e+00	1.003418e-01	1.103873e+02	-1.816481e+00	7.308434e+00	-4.430576e-10	3.965012e-05	8.665784e+00	1.103873e+01
3.501993729590480e-05	0.000000e+00	1.003266e-01	1.103873e+02	-1.808983e+00	7.308433e+00	-4.430415e-10	3.965013e-05	8.665784e+00	1.103873e+01
3.501993731497288e-05	0.000000e+00	1.002961e-01	1.103873e+02	-1.812475e+00	7.308431e+00	-4.430141e-10	3.965015e-05	8.665784e+00	1.103873e+01
3.501993735312292e-05	0.000000e+00	1.002350e-01	1.103873e+02	-1.855433e+00	7.308429e+00	-4.430408e-10	3.965016e-05	8.665784e+00	1.103873e+01
3.501993742942300e-05	0.000000e+00	1.001129e-01	1.103873e+02	-1.894597e+00	7.308430e+00	-4.432159e-10	3.965013e-05	8.665784e+00	1.103873e+01
3.501993743180998e-05	0.000000e+00	1.001091e-01	1.103873e+02	-2.159158e+00	7.308430e+00	-4.432247e-10	3.965041e-05	8.665784e+00	1.103873e+01
3.501993743240672e-05	0.000000e+00	1.001082e-01	1.103873e+02	-2.210440e+00	7.308430e+00	-4.731670e-10	3.965052e-05	8.665784e+00	1.103873e+01
3.501993743622311e-05	0.000000e+00	1.001020e-01	1.103873e+02	-2.017944e+00	7.308430e+00	-6.646585e-10	3.965068e-05	8.665784e+00	1.103873e+01
